53,53,"這像一幅藝術作品😂😂", 0
54,54,"好美，很有feel👏👏", 0
55,55,"好好休息吧哥，要注意身體喔❤️", 0
56,56,"哥，我也下班了哈哈哈🙌🙌🙌", 0
57,57,"哥的存在本身就是絕妙的音樂，哥好好休息👏👏", 0
58,58,"新專輯要來了嗎 快五年了😭", 0
59,59,"周策展辛苦啦！", 0
60,60,"注意休息🥺", 1
61,61,"接下來好好放鬆一下呀哥❤️", 1
62,62,"😂獎勵自己出去旅遊", 1
63,63,"哥，下午好，吃飯了嗎？😂", 1
64,64,"好美的夕陽", 1
65,65,"album🔥🔥🔥", 0
66,66,"我的偶像~可以跟我打聲招呼嗎", 0
67,67,"哥不是每天都在玩嗎", 1
68,68,"專輯專輯專輯專輯專家啊啊阿啊啊啊", 1
69,69,"😂😂😂😂🙌🙌🙌", 1
70,70,"好好玩哦 期待你的藝術作品哈哈😄", 0
71,71,"建議大陸開放黨禁~讓中國國民黨回大陸招募黨員和中國˙共產黨競爭!", 0
72,72,"哥，好好放鬆一下吧！！！", 0
73,73,"哥 別太放鬆了 你都一年沒出歌了😂😂", 0
74,74,",現在流行NFT.有打算出NFT嗎？ 它是藝術裡的加密貨幣給藝術家在加密貨幣裡面顯示和賣", 0
75,75,"俺的專輯呢", 1
76,76,"肯定是想給我們驚喜 我等著聽歌", 0
77,77,"辛苦了...但請別放的太鬆😂", 0
78,78,"是時候考慮下專輯的事了，我們都等了三年了👏", 0
79,79,"Have a good rest! Pls come to Singapore again", 1
80,80,"放鬆之後好好寫歌好嗎😍", 1
81,81,"好美", 0
82,82,"新專輯快出了？😂", 0
83,83,"哥，啥時候發新專輯呀。😂", 0
84,84,"老哥辛苦啦", 0
85,85,"👏", 1
86,86,"您工作了什麼哇", 0
87,87,"老哥你五年沒出專輯了，時間過的好快，每天都聽你的老歌😄", 0
88,88,"看來離發新專不遠了😍", 0
89,89,"5年沒發專輯了", 0
90,90,"😍", 1
91,91,"拍的也太好看了😁", 1
92,92,"拍的太好了看了吧", 1
93,93,"注意休息，多喝奶茶😂", 0
94,94,"杰倫哥 新專輯提上日程了嗎😂", 0
95,95,"不發專輯的工作不算工作", 1
96,96,"好好休息倫哥", 0
97,97,"❤️❤️❤️", 0
98,98,"哥當之無愧是華人之光！！！👏👏", 1
99,99,"哇咔咔，我剛上線就看到你發動態(◐‿◑)�", 1
100,100,"恭喜！超級成功的，又邁出新的一步 💪🏻🥂🚀🪐😃", 0
101,101,"哥，晚上好👏", 1
102,102,"最有愛心的傑倫❤️", 1
103,103,"🙌🙌🙌", 1
104,104,"藉由技巧、行為與大家分享並且傳遞美的訊息或深刻的情感都可成為藝術。我覺得我講的不錯😌😌😌", 0
105,105,"哥就是藝術🔥🔥🔥", 1
106,106,"“我眼中的爸爸”😮", 1
107,107,"未來的藝術天才苗子，得靠哥中之哥培養帶領🔥🔥🔥", 0
108,108,"哇，哇，好認真的背影😍😍", 1
109,109,"😍", 1
110,110,"藝術倫午安", 1
111,111,"偶像！！🔥🔥 So proud to be your fan!! ❤️❤️", 1
112,112,"❤️", 1
113,113,"期待🔥🔥", 1
114,114,"哥用的是什麼粉底霜？", 1
115,115,"哥，好帥帥~❤️❤️❤️🙈🙈🙈", 1
116,116,"西裝帥啊😎", 0
117,117,"西裝也很有藝術範👏", 0
118,118,"范特西直播😍😍", 0
119,119,"哥，疫情保護好自己哦💫💫💫❤️❤️❤️", 1
120,120,"藝術倫太帥了🔥", 0
121,121,"哥最近是不是有練肌肉，haha~🙈🙈🙈", 1
122,122,"哥，你這麼看著我，我會害羞的，帥呆了❤️❤️❤️❤️", 0
123,123,"期待今晚的直播", 0
124,124,"少年哥👏👏，氣勢拉滿了，帥氣", 0
125,125,"本來心情很低落，看到哥發IG不知道為什麼一下開心了起來，總之開心😂", 0
126,126,"哥就是哥👏", 0
127,127,"帥爆了啦 💙💙💙💙", 1
128,128,"Nice suit 杰倫", 0
129,129,"Cute houseplants!!!", 1
130,130,"😍", 0
131,131,"哥的照片怎麼一張比一張帥❤️❤️", 1
132,132,"❤️", 1
133,133,"這次沒有哥一起po不完美哦，加上大哥一起合照就完美了🔥🔥🔥🔥", 0
134,134,"超屌！🙌", 1
135,135,"藝術倫再次上線🔥🔥🔥", 0
136,136,"謝謝哥帶我們欣賞藝術", 0
137,137,"酷😎", 0
138,138,"😍", 1
139,139,"照片修很瘦🔥", 1
140,140,"王子先生的護士畫！好經典哦", 0
141,141,"🔥🔥", 0
142,142,"相信哥會順利舉辦的👏", 0
143,143,"哥連發照片太爽了🔥", 0
144,144,"帥炸", 1
145,145,"好看！！😍", 1
146,146,"哥多發點帥照吧😍", 0
147,147,"反正都很帥就對了！", 1
148,148,"一張比一張帥❤️", 1
149,149,"一看就是哥", 0
150,150,"麻煩給我的愛人來一杯🔥🔥", 0
151,151,"帥就三個字 : 周杰倫", 0
152,152,"看不懂哥這些畫，只想聽新歌😍", 0
153,153,"只差一張新專輯", 0
154,154,"衣服也很Mojito風格", 0
155,155,"帥!!!🔥🔥", 1
156,156,"早安 我是看Netflix看到早上😂", 0
157,157,"👍", 1
158,158,"😍who’s that cool guy!", 1
159,159,"瘦了瘦了😂", 0
160,160,"肌肉滿滿的哥💪🏻", 1
161,161,"大哥要重新找回八塊腹肌麼😂😂", 0
162,162,"哥的英文進步比藝術更有學習價值我的天🔥🔥", 0
163,163,"英格力旭is 666😮😍", 0
164,164,"帥哦😲", 1
165,165,"六一兒童節快樂😂", 0
166,166,"還不睡麼哥", 1
167,167,"英文很流利！期待下一部好萊塢電影🎬", 1
168,168,"So cute and adorable 😍❤️😍", 1
169,169,"hi", 1
170,170,"💋😃🙆😍💋😃🙆😍❤❤❤👑👑👏👏👏👏", 1
171,171,"這是什麼", 1
172,172,"I love you❤️", 1
173,173,"🇮🇹😉https://youtu.be/Yxz3Slxs_pQ", 0
174,174,"just finished 🙌🏻", 1
175,175,"❤️", 1
176,176,"哥，我在聽你的歌，刷到了你的ins", 1
177,177,"amazing", 0
178,178,"從小就能看出哥的才華洋溢 光芒萬丈了🕶", 1
179,179,"看了😍", 1
180,180,"哥，太帥了🔥🔥🔥", 0
181,181,"哇～這張好棒👍", 0
182,182,"😍😍活活潑潑", 1
183,183,"😍可可愛愛", 1
184,184,"很屌的哥，你的臉淚花了妝全寫在臉上🔥🔥🔥🔥", 0
185,185,"餵你有同款喎", 0
186,186,"好棒", 1
187,187,"哥最棒了🔥", 1
188,188,"從小就帥", 0
189,189,"ㄱㅇㅇㅜ", 1
190,190,"我的媽啊！！！也太可愛了叭。", 0
191,191,"哥哥哥哥", 1
192,192,"👏", 0
193,193,"好可愛～^_^", 1
194,194,"好可愛", 0
195,195,"兒童節快樂，哈哈哈哈，哥從小帥到大，🥰", 1
196,196,"哥，你好。🙌🙌", 0
197,197,"❤️", 1
198,198,"😍", 0
199,199,"沒變 現在一樣可愛 😍", 1
200,200,"我看過", 0
201,201,"可愛本倫！", 1
202,202,"可可愛愛", 1
203,203,"偶像 你好。", 0
204,204,"兒童節快樂", 1
205,205,"哥節日快樂😍童心常在🔥", 0
206,206,"Jay", 0
207,207,"😢", 0
208,208,"好可愛的笑容😊", 1
209,209,"都沒變耶～❤️", 1
210,210,"I am proud of you 🌺", 1
211,211,"❤️❤️❤️", 1
212,212,"有看過好多次了❤️", 0
213,213,"歌的英文超流利 果然是國際巨星", 1
214,214,"Gonna be an amazing collection!!!!", 1
215,215,"哥，又帥了，又給我們驚喜了，我們果然沒跟錯人👏😎😎", 1
216,216,"周策展人👏", 0
217,217,"好的 哥", 1
218,218,"哈哈哈我剛剛在翻照片還翻不動😂", 0
219,219,"😍😍😍", 0
220,220,"哥這眼神超帥的🔥", 0
221,221,"哥太屌了🔥🔥🔥🔥", 0
222,222,"雨下整夜我的愛溢位就像雨水", 1
223,223,"期待哥", 0
224,224,"哥的英語越來越好啦😜", 0
225,225,"👏👏👏", 0
226,226,"哥不止是音樂皇帝還是藝術達人🙌", 0
227,227,"這是什麼時候的倫哥啊😂不過很酷哦", 0
228,228,"胖倫🙌", 0
229,229,"AMOR❤👄️ ILOVE❤️ YOU❤️ PRINCE👑👑", 1
230,230,"大哥的影片，那必的必要看，還要迴圈🔄🔥🔥🔥🙌🙌🙌🙌", 0
231,231,"yyf？", 0
232,232,"要漲了", 0
233,233,"每日一問 新歌什麼時候", 1
234,234,"哥最近的照片真的殺！！", 1
235,235,"帥😍", 1
236,236,"新的帝舵廣告嗎？帥呆了❤️", 1
237,237,"帥哦 哥❤️", 0
238,238,"好像專輯封面😂", 0
239,239,"帥喔哥，期待在廣告牌和哥偶遇😂", 0
240,240,"哥一看就有健身，少年感太強啦👏👏", 0
241,241,"哥，能看到我嗎哈哈🙌🙌🙌", 0
242,242,"跟哥學穿搭😂👏👏", 0
243,243,"每次和哥的廣告牌偶遇，都會停下來欣賞👏😂", 0
244,244,"最近可以期待新歌嗎哥，嘿嘿😂", 0
245,245,"😢現在只能看看哥的新廣告圖解饞了嗎", 1
246,246,"🔥🔥🔥🔥優雅倫", 1
247,247,"藝術倫🔥🔥🔥", 1
248,248,"手錶倫❤️❤️❤️❤️❤️", 1
249,249,"手錶倫⌚️⌚️⌚️", 1
250,250,"新歌來了嗎😍😍😍", 1
251,251,"手錶酷 祝代言後大火😍", 0
252,252,"戴上表無與倫比的帥氣", 0
253,253,"🔥🔥🔥", 0
254,254,"買時自曝周董粉絲，有折扣嘛？😂😂", 0
255,255,"哥 人好帥❤️", 1
256,256,"🙌🙌🙌支援", 1
257,257,"帥🔥", 0
258,258,"新專輯呢？🙌", 0
259,259,"哥老了", 1
260,260,"哥什麼時候演唱會？", 0
261,261,"🔥", 1
262,262,"tudor", 1
263,263,"Tudor", 0
264,264,"請把廣告兩字換成專輯❤️", 0
265,265,"曾經被你嫌棄的燈泡💡🤣", 1
266,266,"早安，神。🙌", 1
267,267,"Nice view!👏", 1
269,269,"Amazing 👏👏👏 Congrats", 0
270,270,"哥太強了👏", 0
271,271,"期待哥的作品", 1
272,272,"期待音樂和藝術的跨界合作👏", 0
273,273,"藝術倫🔥🔥🔥", 0
274,274,"帥倫配藝術=藝術倫 ，完美搭配🔥🔥🔥", 0
275,275,"哥就是這麼帥😍", 1
276,276,"我哥依舊那麼帥😍", 0
277,277,"目前為止只看懂第一張藝術畫🔥", 0
278,278,"帥帥帥🔥🔥🔥", 0
279,279,"哥好帥", 0
280,280,"來了哥", 1
281,281,"越來越年輕 也瘦了 是不是沒喝喝奶茶了", 1
282,282,"帥哦傑倫", 0
283,283,"哎 這也太帥了吧😢🔥❤️", 1
284,284,"所以你會來香港嗎？", 0
285,285,"期待傑倫哥的藝術合作 😆", 0
286,286,"🔥🔥", 0
287,287,"❤️❤️❤️❤️❤️❤️", 1
288,288,"👏👏👏大藝術家", 1
289,289,"藝術界的音樂家，謝謝傑倫帶給我們各方面的洗禮", 1
290,290,"我要在K11看到藝術倫的收藏品了😍", 1
291,291,"Love the jps❤️", 0
292,292,"😍😍", 0
293,293,"我的哥也太帥了吧😢😢", 1
294,294,"評論區都是吹彩虹屁，我就不一樣，不帥……😂😂😂出新歌才帥", 0
295,295,"哎呦不錯哦", 1
296,296,"牛皮，太帥了吧", 0
297,297,"哎喲哥哥哈尼好~", 1
298,298,"👏👏", 1
299,299,"帥的嘞 哥中之哥😍", 1
300,300,"藝術倫🔥🔥🔥🔥", 1
301,301,"So handsome 😍😍", 1
302,302,"哥❤️❤️❤️❤️❤️❤️", 1
303,303,"😍🔥", 1
304,304,"帥", 0
305,305,"帥", 1
306,306,"喜歡圖6，雖然看不懂，但是有摧毀滅亡的感覺🤔", 1
307,307,"晚安(´-ωก`)✨", 1
308,308,"super picture. Thank you for chosing the the pp550 Peacock Chair by Hans J. Wegner for your photo. Please come and visit our workshop if you ever come to Denmark.", 0
309,309,"我的青春啊", 1
310,310,"Love the monkey one!", 1
311,311,"😍😍", 1
312,312,"酷哦哥❤️❤️❤️🤗🤗🤗畫渣鐵粉飄過", 1
313,313,"🎤", 0
314,314,"很精彩 🔥👍🥂", 0
315,315,"地表最強的藝術倫", 1
316,316,"哥啥時候出專輯", 0
317,317,"期待！！", 0
318,318,"😍😍🔥", 1
319,319,"棒棒噠！", 1
320,320,"😍😍", 1
321,321,"🔥🔥", 0
322,322,"🔥🔥🔥🔥👏👏👏👏", 1
323,323,"藝術倫再次上線🔥", 0
324,324,"哥注意防護，保護好家人❤️", 0
325,325,"超厲害的！！", 0
326,326,"🔥🔥🔥🔥", 0
327,327,"期待中👏👏👏", 0
328,328,"Basquiat👏", 0
329,329,"希望有天我也可以這麼國際化🤤", 0
330,330,"😍😍😍👏👏👏👏", 0
331,331,"太cool了🔥！！", 1
332,332,"I feel excited too😍", 1
333,333,"哥中之哥-周杰倫", 0
334,334,"帥哥出新專輯嗎？", 0
335,335,"好看😍", 1
336,336,"The king of art 🔥", 1
337,337,"哥厲害哦 有大學問", 1
338,338,"哥期待哦 周遊記又看完了 等新動態的呀", 1
339,339,"像極了你的風格😎👍🏻👍🏻", 1
340,340,"大讚🔥🔥🔥🔥🔥", 0
341,341,"🔥🔥🔥", 0
342,342,"👏👏👏👏太棒了", 1
343,343,"哥你為什麼這麼帥", 1
344,344,"哥你能告訴我怎麼成為你這麼屌這麼帥的人嗎", 1
345,345,"地表最強 無人能敵！因為你是周杰倫！🔥🔥", 1
346,346,"將來大家看的都是你畫的漫畫喔😎", 1
347,347,"20多年 我沒有跟錯人 你太厲害了哥 早點休息喔", 1
348,348,"我想知道藝術倫下一步想當什麼😎", 1
349,349,"哥我下月要去倫敦看你最愛的大衛的畫展！", 1
350,350,"地表最強周杰倫！", 1
351,351,"Can’t wait to see this 🔥", 1
352,352,"傑倫哥藝術大師 🥰", 0
353,353,"不錯，很屌", 0
354,354,"This is huge! Congratulations 🎉🎊", 1
355,355,"藝術倫！衝呀！😂😂😂", 0
356,356,"👏👏👏🔥🔥🔥不好意思，關注點在這段背景音樂上😍", 0
357,357,"我倫不虧無所不能，啥都🈶️我倫哥的影響力🔥🔥🔥", 0
358,358,"好酷", 1
359,359,"超酷", 0
360,360,"🙌🙌🙌", 0
361,361,"很精彩", 0
362,362,"If your songs were visual, they would look more or less like those paintings.", 0
363,363,"支援哥🙆", 1
364,364,"🔥🔥🔥", 0
365,365,"so cool", 0
366,366,"哥 可以翻牌嗎🔥", 0
367,367,"哥真是無與倫比的屌👍🏻", 0
368,368,"不拍mv可惜了", 0
369,369,"不想拍電影的歌手不是好畫家", 0
370,370,"omg🔥", 1
371,371,"❤️❤️期待", 0
372,372,"Good taste my idol❤️I like Basquiat too👍👍👍", 0
373,373,"無題", 0
374,374,"哥：發歌是需要藝術的靈感的～", 0
375,375,"這麼浪漫啊🌹", 1
376,376,"520快樂哥和大嫂！前幾天在J-Tea奶茶店抽到隱藏款的您的魔術先生的盲盒 超級開心 喜歡您真快樂😘💗🍀💪🏻", 1
377,377,"傑倫哥好閃 幸福喔❤️", 1
378,378,"祝哥和大嫂恩愛長長久久 生活順遂平安~", 1
379,379,"甜蜜蜜", 1
380,380,"520不出門也快樂❤️", 0
381,381,"哥 520快樂❤️", 1
382,382,"哥你居然發老照片😂", 0
383,383,"親愛的傑倫和Hannah 520快樂", 1
384,384,"傑倫520❤️😊", 1
385,385,"哥～歌迷朋友永遠愛你❤️", 0
386,386,"大哥虐狗了😂", 0
387,387,"快樂❤️", 1
388,388,"你也是呀❤️❤️", 0
389,389,"哥的脖子好帥，一看就是有健身喔👏👏", 0
390,390,"祝哥520快樂👏👏", 0
391,391,"哇🥰🥰🥰甜甜的", 1
392,392,"520快樂，新專輯要加油咯哥", 0
393,393,"哥 520快樂❤️😍😍", 1
394,394,"幸福😍😍😍", 1
395,395,"一劃過還以為黃明志", 0
396,396,"😮", 0
397,397,"520 傑倫哥 永遠的傳奇✨", 0
398,398,"❤️❤️❤️", 0
399,399,"健康快樂🔥🔥🔥", 0
400,400,"❤️520快樂❤️", 1
401,401,"520 快樂😍😍😍", 1
402,402,"祝永遠甜甜蜜蜜幸福一生💗", 1
403,403,"❤️❤️❤️🔥😍", 0
404,404,"哥，祝你永遠幸福！", 1
405,405,"😍", 1
406,406,"Sweet❤️", 1
407,407,"520，藍紅情侶裝😍👏", 1
408,408,"要不要那麼甜", 1
409,409,"😍😍😍😍", 1
410,410,"幸福下去吧❤️", 1
411,411,"happy 520 LOL", 1
412,412,"❤️❤️❤️", 0
413,413,"❤️要幸福呀", 0
414,414,"520❤️", 1
415,415,"❤️❤️❤️", 0
416,416,"收到！你也要永遠幸福快樂！！", 1
417,417,"吃了一口狗糧", 1
418,418,"你幹嘛扮黃明志🤣", 1
419,419,"這也太放飛自我了，周大哥。😂", 0
420,420,"有知道哥這件外套什麼品牌的嗎", 0
421,421,"❤️❤️❤️杰倫哥要一輩子幸福快樂", 1
422,422,"祝永遠幸福，順便問一下專輯啥時候出😃😃", 0
423,423,"希望臺灣趕快度過疫情", 1
424,424,"哥你要好好的💗", 1
425,425,"Stay at home🙌", 1
426,426,"哥 你也是", 0
427,427,"暖心的哥❤️", 1
428,428,"大家都乖乖待在家 看周遊記", 1
429,429,"哥也要注意安全🙏", 0
430,430,"❤️🙌", 1
431,431,"ㄧ起加油", 1
432,432,"❤️會的", 0
433,433,"大家都要健康！", 0
434,434,"🙏🏻", 0
435,435,"大家平安健康🙏🙏🙏", 1
436,436,"平安", 1
437,437,"好好保護自己喔❤️", 1
438,438,"疫情宅家，哥寫寫歌玩玩叭😂", 0
439,439,"🙏🙏🙏🙏🙏", 0
440,440,"👍", 0
441,441,"哥你什麼時候發新歌哦", 1
442,442,"💪🏼💪🏼💪🏼💚", 1
443,443,"抽點時間，出首歌不？", 1
444,444,"哥我只能聽著你的歌來治療我的焦慮症了，神經衰弱太可怕了", 0
445,445,"好幾天沒有睡著覺，只能聽哥的音樂慢慢入睡", 0
446,446,"平安健康", 0
447,447,"杰倫能不能回我一下我好愛你啊", 0
448,448,"加油杰倫", 0
449,449,"永遠愛你", 0
450,450,"平安健康", 0
451,451,"💪💪💪💪💪💪💪💪💪", 0
452,452,"為了你～🙏🙏🙏", 0
453,453,"杰倫杰倫", 0
454,454,"pray", 0
455,455,"平安健康，一切順順利利❤️", 1
456,456,"🙏🏻", 1
457,457,"🙌🙌🙌 必須的", 1
458,458,"古巴！", 0
459,459,"哈莉波倫老師哥", 0
460,460,"哇戴眼鏡刮鬍子，瞬間回到20年前🤩", 0
461,461,"早安😅", 0
462,462,"哥天天都在尋找靈感吧", 0
463,463,"太空人？🤔", 0
464,464,"派大星？？", 0
465,465,"確實漂亮", 1
466,466,"🔥🔥🙌", 0
467,467,"好久沒翻牆，終於看見了你", 1
468,468,"😮", 0
469,469,"六月香港嗎🙌", 1
470,470,"鴿子王", 1
471,471,"能不能給張票 哪裡都買不到了", 0
472,472,"看來是要出專輯了囖", 0
473,473,"所以哥 演唱會什麼時候有😂", 1
474,474,"嚇死我了，以為是演唱會還是新專輯😂😂跟上跟上", 1
475,475,"沒有專輯你連屁都不算 期待你媽逼啊。。", 0
476,476,"愛啦", 0
477,477,"買不到票", 0
478,478,"周董，啥時候來內地開演唱會呀", 0
479,479,"等太久了", 1
480,480,"以為演唱會呢，把我激動的", 1
481,481,"周董最酷！！！❤️", 0
482,482,"上次看演唱會是在澳門了。下次看不知道哥能不能能抽到我", 0
483,483,"很想看你的演唱會 在臺灣🥺！", 1
484,484,"有沒有新歌啊，你的老歌我都聽了一千多遍了", 0
485,485,"什麼時間來海口開演唱會", 0
486,486,"希望有生之年能搶到一次演唱會門票嗚嗚", 1
487,487,"六月要出新貨", 0
488,488,"難道是「魔術秀」，要把某畫變到另一個平行世界😳", 0
489,489,"雖然肯定沒辦法去，但我會在螢幕前期待哥的", 0
490,490,"不是演唱會 不是新專輯 該 不 會 是 拍電影吧", 1
491,491,"杰倫小公舉 愛你❤️❤️❤️ 尖叫聲在這裡🙈🙈🙈🙈", 1
492,492,"啥時候再來瀋陽？", 0
493,493,"🔥", 1
494,494,"不是concert嗎？", 1
495,495,"期待", 1
496,496,"期待周遊記2，可比專輯還有意思", 0
497,497,"大陸的演唱會？翻牌給個回覆撒", 1
498,498,"我以為是演唱會😂😂😂，失落的歐巴桑😢😢😢😢", 1
499,499,"根本買不到票～搶不到😓", 1
500,500,"期待期待❤️❤️❤️❤️❤️❤️❤️❤️❤️", 0
501,501,"我們的呢😢", 1
502,502,"我看不太懂 這是要開演唱會嗎", 0
503,503,"等好久了😭😭", 1
504,504,"啥呀", 1
505,505,"好帥😍😍", 1
506,506,"還沒喝過", 0
507,507,"哥的英文越來越好了", 0
508,508,"哥哥，想聽新歌，", 1
509,509,"哥你以前不是都教我們不喝酒~", 1
510,510,"👏👏", 0
511,511,"❤️❤️❤️❤️❤️", 1
512,512,"哥，呼和浩特演唱會還有戲嗎？", 0
513,513,"哥。內地好多新聞都在說你瘦了，我特意來看你，看了半天為什麼不覺得？🤣", 1
514,514,"also whom u r having them with 😋", 1
515,515,"🥂", 1
516,516,"🔥", 0
517,517,"SB", 0
518,518,"1", 1
519,519,"喝酒後寫歌更有靈感哦😂", 1
520,520,"是都喝掉了嗎？😍", 0
521,521,"Hello, Jay Chou, is it convenient for you to have a conversation about your top-class majestic mansion in Sec. 1, Heping E. Rd？With a private message or phone call. Thank you!!!", 1
522,522,"好想喝🥂🍾", 1
523,523,"Cheers", 1
524,524,"🍷", 1
525,525,"哥 也太帥了 哥😍❤️", 1
526,526,"❤️❤️", 1
527,527,"❤️❤️❤️❤️愛死了", 1
528,528,"這就是王者之酒！跟杰倫哥一樣！", 0
529,529,"🙌❤️", 0
530,530,"強迫症看著好舒服👏", 1
531,531,"2002年開始聽你的歌，過去19年了，我還是那麼喜歡聽你的歌！👏👏👏", 1
532,532,"Indeed!", 1
533,533,"神", 1
534,534,"帥❤️", 0
535,535,"葡萄酒收集與您擁有多少瓶酒無關，而是與您是否擁有合適的酒瓶有關。", 0
536,536,"我吹了 你隨意..😍", 0
537,537,"Impressive 😊✌", 0
538,538,"💚💚💚", 1
539,539,"Give me a drink.", 1
540,540,"我想當公主😍😍", 1
541,541,"哥又在品酒了嗎🤗🤗🤗", 1
542,542,"Leroy王子", 1
543,543,"❤️🙌", 0
544,544,"厲害😍", 1
545,545,"杰倫不是喝奶茶的嘛？什麼時候變成喝wine了？😂😂😂😂", 0
546,546,"👍🍾🍻🆗", 0
547,547,"66666666", 0
548,548,"又胖了哦🙄", 1
549,549,"哥的家我好喜歡❤️💕✨", 1
550,550,"Same goes for love 😂 it isn’t about how many girls you have dated, it’s about finding the right one. 周哥 has found the right one 👏", 0
551,551,"😍", 0
552,552,"打保齡球嗎？", 0
553,553,"樂花伯爵，leroy 王子~~~！", 0
554,554,"boom!!", 0
555,555,"哥今晚把你過去所有巡迴都看了一遍，越來越帥", 0
556,556,"cool sculpture what is this made of?", 1
557,557,"求哥一個回覆☺️", 1
558,558,"Love the photo😍", 1
559,559,"jay會回覆我嗎😢😢😢", 1
560,560,"木頭熊太厲害太屌了😍😍😍 蒙娜麗莎只能默默的躲在角落🤣🤣🤣", 0
561,561,"藝術與生活", 1
562,562,"照片才是亮點。整整齊齊一家人。 😉", 0
563,563,"😍", 1
564,564,"在哪兒呢??", 1
565,565,"這些娃子", 1
566,566,"模型車有嗎", 0
567,567,"哥把藝術和歌結合一起創首新歌🔥", 0
568,568,"羅志祥也有", 0
569,569,"杰倫我愛你啊哈哈哈哈😮", 1
570,570,"nice", 0
571,571,"杰倫啊，再不出新歌，你的歌迷都要出道了。", 0
572,572,"早安 藝術哥 ❤️❤️❤️", 1
573,573,"半夜睡不著覺，把心情哼成歌", 0
574,574,"哎喲，共同愛好者 不錯喲", 0
575,575,"看到了溫馨的全家福", 1
576,576,"So pretty！", 1
577,577,"好想你送我一個，明天我生日🍰。哈哈哈哈，喜歡你20年了❤️❤️❤️❤️❤️❤️❤️❤️❤️", 1
578,578,"熊熊的光影😮好氣派威武🙌🔥", 1
579,579,"新專輯名叫《收藏家》", 0
580,580,"藝術都是相通的", 0
581,581,"焦點都在全家福了😍滿滿的幸福感", 1
582,582,"不準玩這些，快去練鋼琴。", 1
583,583,"😍😍😍", 1
584,584,"🙌", 1
585,585,"杰倫我愛你", 0
586,586,"懂擺！懂拍！", 0
587,587,"👏like it.", 0
588,588,"這個潮玩叫什麼呢？", 0
589,589,"藝術收藏家👏👏😍", 1
590,590,"幸福的味道❤️，有愛的一個角落", 1
591,591,"有錢就能任性😂", 1
592,592,"帥～", 0
593,593,"超厲害的文青：傑倫哥哥", 0
594,594,"哎喲，不錯哦", 1
595,595,"什麼時候開演唱會啊啊啊！😢😢😢😢", 1
596,596,"完了，最近歌荒，不知道該聽什麼😢", 0
